eufield,repfield,expunt,year,trt,spec,time,GDD,rep,run,site,siteyear,injury,count,biomass,biopercent,biored 
zidlan18a,4,4580,2018,zid,rye,40,662,1,2,lan,Lancaster 2018,90,2,0.12,25.80645161,74.19354839
zidlan18b,1,4581,2018,zid,rad,40,662,2,2,lan,Lancaster 2018,95,5,0.87,75.48806941,24.51193059
zidlan18b,2,4582,2018,zid,fox,40,662,2,2,lan,Lancaster 2018,100,0,0,0,100
zidlan18b,3,4583,2018,zid,pal,40,662,2,2,lan,Lancaster 2018,93,34,0.6,72.50755287,27.49244713
zidlan18b,4,4584,2018,zid,rye,40,662,2,2,lan,Lancaster 2018,92,5,0.45,96.77419355,3.225806452
zidlan18c,1,4585,2018,zid,rad,40,662,3,2,lan,Lancaster 2018,80,4,0.84,72.88503254,27.11496746
zidlan18c,2,4586,2018,zid,fox,40,662,3,2,lan,Lancaster 2018,100,0,0,0,100
zidlan18c,3,4587,2018,zid,pal,40,662,3,2,lan,Lancaster 2018,85,21,0.68,82.17522659,17.82477341
zidlan18c,4,4588,2018,zid,rye,40,662,3,2,lan,Lancaster 2018,75,4,0.5,100,0
zidlan18d,1,4589,2018,zid,rad,40,662,4,2,lan,Lancaster 2018,75,4,1.42,100,0
zidlan18d,2,4590,2018,zid,fox,40,662,4,2,lan,Lancaster 2018,97,3,0.03,7.058823529,92.94117647
zidlan18d,3,4591,2018,zid,pal,40,662,4,2,lan,Lancaster 2018,95,7,0.15,18.12688822,81.87311178
zidlan18d,4,4592,2018,zid,rye,40,662,4,2,lan,Lancaster 2018,90,3,0.14,30.10752688,69.89247312
zidlan18a,1,4593,2018,zid,rad,50,836,1,2,lan,Lancaster 2018,100,0,0,0,100
zidlan18a,2,4594,2018,zid,fox,50,836,1,2,lan,Lancaster 2018,100,0,0,0,100
zidlan18a,3,4595,2018,zid,pal,50,836,1,2,lan,Lancaster 2018,92,18,0.46,46.46464646,53.53535354
zidlan18a,4,4596,2018,zid,rye,50,836,1,2,lan,Lancaster 2018,85,4,0.82,100,0
zidlan18b,1,4597,2018,zid,rad,50,836,2,2,lan,Lancaster 2018,100,0,0,0,100
zidlan18b,2,4598,2018,zid,fox,50,836,2,2,lan,Lancaster 2018,100,0,0,0,100
zidlan18b,3,4599,2018,zid,pal,50,836,2,2,lan,Lancaster 2018,97,2,0.17,17.17171717,82.82828283
zidlan18b,4,4600,2018,zid,rye,50,836,2,2,lan,Lancaster 2018,96,5,0.73,100,0
zidlan18c,1,4601,2018,zid,rad,50,836,3,2,lan,Lancaster 2018,70,4,1.31,100,0
zidlan18c,2,4602,2018,zid,fox,50,836,3,2,lan,Lancaster 2018,97,6,0.15,35.50295858,64.49704142
zidlan18c,3,4603,2018,zid,pal,50,836,3,2,lan,Lancaster 2018,96,2,0.38,38.38383838,61.61616162
zidlan18c,4,4604,2018,zid,rye,50,836,3,2,lan,Lancaster 2018,92,2,0.4,100,0
zidlan18d,1,4605,2018,zid,rad,50,836,4,2,lan,Lancaster 2018,40,5,1.49,100,0
zidlan18d,2,4606,2018,zid,fox,50,836,4,2,lan,Lancaster 2018,95,2,0.09,21.30177515,78.69822485
zidlan18d,3,4607,2018,zid,pal,50,836,4,2,lan,Lancaster 2018,80,18,0.54,54.54545455,45.45454545
zidlan18d,4,4608,2018,zid,rye,50,836,4,2,lan,Lancaster 2018,70,4,0.58,100,0
checkarl19a,1,4609,2019,check,rad,0,0,1,1,arl,Arlington 2019,,,0.57,100,
checkarl19a,2,4610,2019,check,fox,0,0,1,1,arl,Arlington 2019,,,0.18,100,
checkarl19a,3,4611,2019,check,pal,0,0,1,1,arl,Arlington 2019,,,0.05,100,
checkarl19a,4,4612,2019,check,rye,0,0,1,1,arl,Arlington 2019,,,0.13,100,
checkarl19b,1,4613,2019,check,rad,0,0,2,1,arl,Arlington 2019,,,0.31,100,
checkarl19b,2,4614,2019,check,fox,0,0,2,1,arl,Arlington 2019,,,0.19,100,
checkarl19b,3,4615,2019,check,pal,0,0,2,1,arl,Arlington 2019,,,0.07,100,
checkarl19b,4,4616,2019,check,rye,0,0,2,1,arl,Arlington 2019,,,0.17,100,
checkarl19c,1,4617,2019,check,rad,0,0,3,1,arl,Arlington 2019,,,0.34,100,
checkarl19c,2,4618,2019,check,fox,0,0,3,1,arl,Arlington 2019,,,0.19,100,
checkarl19c,3,4619,2019,check,pal,0,0,3,1,arl,Arlington 2019,,,0.12,100,
checkarl19c,4,4620,2019,check,rye,0,0,3,1,arl,Arlington 2019,,,0.11,100,
checkarl19d,1,4621,2019,check,rad,0,0,4,1,arl,Arlington 2019,,,0.29,100,
checkarl19d,2,4622,2019,check,fox,0,0,4,1,arl,Arlington 2019,,,0.1,100,
checkarl19d,3,4623,2019,check,pal,0,0,4,1,arl,Arlington 2019,,,0.04,100,
checkarl19d,4,4624,2019,check,rye,0,0,4,1,arl,Arlington 2019,,,0.12,100,
checkarl19a,1,4625,2019,check,rad,10,91,1,1,arl,Arlington 2019,,,,,
checkarl19a,2,4626,2019,check,fox,10,91,1,1,arl,Arlington 2019,,,0.26,100,
checkarl19a,3,4627,2019,check,pal,10,91,1,1,arl,Arlington 2019,,,,,
checkarl19a,4,4628,2019,check,rye,10,91,1,1,arl,Arlington 2019,,,0.11,100,
checkarl19b,1,4629,2019,check,rad,10,91,2,1,arl,Arlington 2019,,,0.23,100,
checkarl19b,2,4630,2019,check,fox,10,91,2,1,arl,Arlington 2019,,,0.3,100,
checkarl19b,3,4631,2019,check,pal,10,91,2,1,arl,Arlington 2019,,,0.07,100,
checkarl19b,4,4632,2019,check,rye,10,91,2,1,arl,Arlington 2019,,,0.15,100,
checkarl19c,1,4633,2019,check,rad,10,91,3,1,arl,Arlington 2019,,,0.33,100,
checkarl19c,2,4634,2019,check,fox,10,91,3,1,arl,Arlington 2019,,,0.17,100,
checkarl19c,3,4635,2019,check,pal,10,91,3,1,arl,Arlington 2019,,,0.18,100,
checkarl19c,4,4636,2019,check,rye,10,91,3,1,arl,Arlington 2019,,,0.1,100,
checkarl19d,1,4637,2019,check,rad,10,91,4,1,arl,Arlington 2019,,,0.29,100,
checkarl19d,2,4638,2019,check,fox,10,91,4,1,arl,Arlington 2019,,,0.17,100,
checkarl19d,3,4639,2019,check,pal,10,91,4,1,arl,Arlington 2019,,,0.07,100,
checkarl19d,4,4640,2019,check,rye,10,91,4,1,arl,Arlington 2019,,,0.09,100,
checkarl19a,1,4641,2019,check,rad,20,227,1,1,arl,Arlington 2019,,,0.48,100,
checkarl19a,2,4642,2019,check,fox,20,227,1,1,arl,Arlington 2019,,,,,
checkarl19a,3,4643,2019,check,pal,20,227,1,1,arl,Arlington 2019,,,0.24,100,
checkarl19a,4,4644,2019,check,rye,20,227,1,1,arl,Arlington 2019,,,0.15,100,
checkarl19b,1,4645,2019,check,rad,20,227,2,1,arl,Arlington 2019,,,0.52,100,
checkarl19b,2,4646,2019,check,fox,20,227,2,1,arl,Arlington 2019,,,0.32,100,
checkarl19b,3,4647,2019,check,pal,20,227,2,1,arl,Arlington 2019,,,0.32,100,
checkarl19b,4,4648,2019,check,rye,20,227,2,1,arl,Arlington 2019,,,0.07,100,
checkarl19c,1,4649,2019,check,rad,20,227,3,1,arl,Arlington 2019,,,0.37,100,
checkarl19c,2,4650,2019,check,fox,20,227,3,1,arl,Arlington 2019,,,0.19,100,
checkarl19c,3,4651,2019,check,pal,20,227,3,1,arl,Arlington 2019,,,0.06,100,
checkarl19c,4,4652,2019,check,rye,20,227,3,1,arl,Arlington 2019,,,0.13,100,
checkarl19d,1,4653,2019,check,rad,20,227,4,1,arl,Arlington 2019,,,0.49,100,
checkarl19d,2,4654,2019,check,fox,20,227,4,1,arl,Arlington 2019,,,0.19,100,
checkarl19d,3,4655,2019,check,pal,20,227,4,1,arl,Arlington 2019,,,0.06,100,
checkarl19d,4,4656,2019,check,rye,20,227,4,1,arl,Arlington 2019,,,0.15,100,
checkarl19a,1,4657,2019,check,rad,30,374,1,1,arl,Arlington 2019,,,0.59,100,
checkarl19a,2,4658,2019,check,fox,30,374,1,1,arl,Arlington 2019,,,0.16,100,
checkarl19a,3,4659,2019,check,pal,30,374,1,1,arl,Arlington 2019,,,0.04,100,
checkarl19a,4,4660,2019,check,rye,30,374,1,1,arl,Arlington 2019,,,0.08,100,
checkarl19b,1,4661,2019,check,rad,30,374,2,1,arl,Arlington 2019,,,0.29,100,
checkarl19b,2,4662,2019,check,fox,30,374,2,1,arl,Arlington 2019,,,0.22,100,
checkarl19b,3,4663,2019,check,pal,30,374,2,1,arl,Arlington 2019,,,0.07,100,
checkarl19b,4,4664,2019,check,rye,30,374,2,1,arl,Arlington 2019,,,0.09,100,
checkarl19c,1,4665,2019,check,rad,30,374,3,1,arl,Arlington 2019,,,0.39,100,
checkarl19c,2,4666,2019,check,fox,30,374,3,1,arl,Arlington 2019,,,0.27,100,
checkarl19c,3,4667,2019,check,pal,30,374,3,1,arl,Arlington 2019,,,0.17,100,
checkarl19c,4,4668,2019,check,rye,30,374,3,1,arl,Arlington 2019,,,0.13,100,
checkarl19d,1,4669,2019,check,rad,30,374,4,1,arl,Arlington 2019,,,0.38,100,
checkarl19d,2,4670,2019,check,fox,30,374,4,1,arl,Arlington 2019,,,0.16,100,
checkarl19d,3,4671,2019,check,pal,30,374,4,1,arl,Arlington 2019,,,0.15,100,
checkarl19d,4,4672,2019,check,rye,30,374,4,1,arl,Arlington 2019,,,0.12,100,
checkarl19a,1,4673,2019,check,rad,40,522,1,1,arl,Arlington 2019,,,0.45,100,
checkarl19a,2,4674,2019,check,fox,40,522,1,1,arl,Arlington 2019,,,0.17,100,
checkarl19a,3,4675,2019,check,pal,40,522,1,1,arl,Arlington 2019,,,0.13,100,
checkarl19a,4,4676,2019,check,rye,40,522,1,1,arl,Arlington 2019,,,0.14,100,
checkarl19b,1,4677,2019,check,rad,40,522,2,1,arl,Arlington 2019,,,0.31,100,
checkarl19b,2,4678,2019,check,fox,40,522,2,1,arl,Arlington 2019,,,0.13,100,
checkarl19b,3,4679,2019,check,pal,40,522,2,1,arl,Arlington 2019,,,0.13,100,
checkarl19b,4,4680,2019,check,rye,40,522,2,1,arl,Arlington 2019,,,0.14,100,
checkarl19c,1,4681,2019,check,rad,40,522,3,1,arl,Arlington 2019,,,0.28,100,
checkarl19c,2,4682,2019,check,fox,40,522,3,1,arl,Arlington 2019,,,0.24,100,
checkarl19c,3,4683,2019,check,pal,40,522,3,1,arl,Arlington 2019,,,0.18,100,
checkarl19c,4,4684,2019,check,rye,40,522,3,1,arl,Arlington 2019,,,0.12,100,
checkarl19d,1,4685,2019,check,rad,40,522,4,1,arl,Arlington 2019,,,0.33,100,
checkarl19d,2,4686,2019,check,fox,40,522,4,1,arl,Arlington 2019,,,,,
checkarl19d,3,4687,2019,check,pal,40,522,4,1,arl,Arlington 2019,,,0.16,100,
checkarl19d,4,4688,2019,check,rye,40,522,4,1,arl,Arlington 2019,,,0.15,100,
checkarl19a,1,4689,2019,check,rad,50,708,1,1,arl,Arlington 2019,,,0.3,100,
checkarl19a,2,4690,2019,check,fox,50,708,1,1,arl,Arlington 2019,,,0.15,100,
checkarl19a,3,4691,2019,check,pal,50,708,1,1,arl,Arlington 2019,,,0.19,100,
checkarl19a,4,4692,2019,check,rye,50,708,1,1,arl,Arlington 2019,,,0.11,100,
checkarl19b,1,4693,2019,check,rad,50,708,2,1,arl,Arlington 2019,,,0.4,100,
checkarl19b,2,4694,2019,check,fox,50,708,2,1,arl,Arlington 2019,,,0.15,100,
checkarl19b,3,4695,2019,check,pal,50,708,2,1,arl,Arlington 2019,,,0.2,100,
checkarl19b,4,4696,2019,check,rye,50,708,2,1,arl,Arlington 2019,,,0.11,100,
checkarl19c,1,4697,2019,check,rad,50,708,3,1,arl,Arlington 2019,,,0.16,100,
checkarl19c,2,4698,2019,check,fox,50,708,3,1,arl,Arlington 2019,,,0.18,100,
checkarl19c,3,4699,2019,check,pal,50,708,3,1,arl,Arlington 2019,,,0.16,100,
checkarl19c,4,4700,2019,check,rye,50,708,3,1,arl,Arlington 2019,,,0.09,100,
checkarl19d,1,4701,2019,check,rad,50,708,4,1,arl,Arlington 2019,,,0.44,100,
checkarl19d,2,4702,2019,check,fox,50,708,4,1,arl,Arlington 2019,,,0.21,100,
checkarl19d,3,4703,2019,check,pal,50,708,4,1,arl,Arlington 2019,,,0.1,100,
checkarl19d,4,4704,2019,check,rye,50,708,4,1,arl,Arlington 2019,,,0.19,100,
pursarl19a,1,4705,2019,purs,rad,0,0,1,1,arl,Arlington 2019,,,0.14,66.91176471,33.08823529
pursarl19a,2,4706,2019,purs,fox,0,0,1,1,arl,Arlington 2019,,,0.11,63.55555556,36.44444444
pursarl19a,3,4707,2019,purs,pal,0,0,1,1,arl,Arlington 2019,,,0.22,100,0
pursarl19a,4,4708,2019,purs,rye,0,0,1,1,arl,Arlington 2019,,,0.12,71.55963303,28.44036697
pursarl19b,1,4709,2019,purs,rad,0,0,2,1,arl,Arlington 2019,,,0.05,23.89705882,76.10294118
pursarl19b,2,4710,2019,purs,fox,0,0,2,1,arl,Arlington 2019,,,0.09,52,48
pursarl19b,3,4711,2019,purs,pal,0,0,2,1,arl,Arlington 2019,,,0.16,98.57819905,1.421800948
pursarl19b,4,4712,2019,purs,rye,0,0,2,1,arl,Arlington 2019,,,0.09,53.66972477,46.33027523
pursarl19c,1,4713,2019,purs,rad,0,0,3,1,arl,Arlington 2019,,,0.13,62.13235294,37.86764706
pursarl19c,2,4714,2019,purs,fox,0,0,3,1,arl,Arlington 2019,,,0.05,28.88888889,71.11111111
pursarl19c,3,4715,2019,purs,pal,0,0,3,1,arl,Arlington 2019,,,0.09,55.45023697,44.54976303
pursarl19c,4,4716,2019,purs,rye,0,0,3,1,arl,Arlington 2019,,,0.08,47.70642202,52.29357798
pursarl19d,1,4717,2019,purs,rad,0,0,4,1,arl,Arlington 2019,,,0.13,62.13235294,37.86764706
pursarl19d,2,4718,2019,purs,fox,0,0,4,1,arl,Arlington 2019,,,0.1,57.77777778,42.22222222
pursarl19d,3,4719,2019,purs,pal,0,0,4,1,arl,Arlington 2019,,,0,0,100
pursarl19d,4,4720,2019,purs,rye,0,0,4,1,arl,Arlington 2019,,,0.12,71.55963303,28.44036697
pursarl19a,1,4721,2019,purs,rad,10,91,1,1,arl,Arlington 2019,,,0.08,39.56043956,60.43956044
pursarl19a,2,4722,2019,purs,fox,10,91,1,1,arl,Arlington 2019,,,0.05,27.54237288,72.45762712
pursarl19a,3,4723,2019,purs,pal,10,91,1,1,arl,Arlington 2019,,,0.23,100,0
pursarl19a,4,4724,2019,purs,rye,10,91,1,1,arl,Arlington 2019,,,0.1,57.52212389,42.47787611
pursarl19b,1,4725,2019,purs,rad,10,91,2,1,arl,Arlington 2019,,,0.13,64.28571429,35.71428571
pursarl19b,2,4726,2019,purs,fox,10,91,2,1,arl,Arlington 2019,,,0.08,44.06779661,55.93220339
pursarl19b,3,4727,2019,purs,pal,10,91,2,1,arl,Arlington 2019,,,0.07,41.17647059,58.82352941
pursarl19b,4,4728,2019,purs,rye,10,91,2,1,arl,Arlington 2019,,,0.13,74.77876106,25.22123894
pursarl19c,1,4729,2019,purs,rad,10,91,3,1,arl,Arlington 2019,,,0.18,89.01098901,10.98901099
pursarl19c,2,4730,2019,purs,fox,10,91,3,1,arl,Arlington 2019,,,0.05,27.54237288,72.45762712
pursarl19c,3,4731,2019,purs,pal,10,91,3,1,arl,Arlington 2019,,,0.07,41.17647059,58.82352941
pursarl19c,4,4732,2019,purs,rye,10,91,3,1,arl,Arlington 2019,,,0.07,40.26548673,59.73451327
pursarl19d,1,4733,2019,purs,rad,10,91,4,1,arl,Arlington 2019,,,0.17,84.06593407,15.93406593
pursarl19d,2,4734,2019,purs,fox,10,91,4,1,arl,Arlington 2019,,,0.05,27.54237288,72.45762712
pursarl19d,3,4735,2019,purs,pal,10,91,4,1,arl,Arlington 2019,,,0.02,11.76470588,88.23529412
pursarl19d,4,4736,2019,purs,rye,10,91,4,1,arl,Arlington 2019,,,0.2,100,0
pursarl19a,1,4737,2019,purs,rad,20,227,1,1,arl,Arlington 2019,,,0.25,89.82035928,10.17964072
pursarl19a,2,4738,2019,purs,fox,20,227,1,1,arl,Arlington 2019,,,0.25,100,0
pursarl19a,3,4739,2019,purs,pal,20,227,1,1,arl,Arlington 2019,,,0.19,79.42122186,20.57877814
pursarl19a,4,4740,2019,purs,rye,20,227,1,1,arl,Arlington 2019,,,0.16,68.87417219,31.12582781
pursarl19b,1,4741,2019,purs,rad,20,227,2,1,arl,Arlington 2019,,,0.4,100,0
pursarl19b,2,4742,2019,purs,fox,20,227,2,1,arl,Arlington 2019,,,0.18,75.70093458,24.29906542
pursarl19b,3,4743,2019,purs,pal,20,227,2,1,arl,Arlington 2019,,,0.25,100,0
pursarl19b,4,4744,2019,purs,rye,20,227,2,1,arl,Arlington 2019,,,0.13,55.9602649,44.0397351
pursarl19c,1,4745,2019,purs,rad,20,227,3,1,arl,Arlington 2019,,,0.15,53.89221557,46.10778443
pursarl19c,2,4746,2019,purs,fox,20,227,3,1,arl,Arlington 2019,,,0.17,71.4953271,28.5046729
pursarl19c,3,4747,2019,purs,pal,20,227,3,1,arl,Arlington 2019,,,0.14,58.52090032,41.47909968
pursarl19c,4,4748,2019,purs,rye,20,227,3,1,arl,Arlington 2019,,,0.12,51.65562914,48.34437086
pursarl19d,1,4749,2019,purs,rad,20,227,4,1,arl,Arlington 2019,,,0.33,100,0
pursarl19d,2,4750,2019,purs,fox,20,227,4,1,arl,Arlington 2019,,,0.15,63.08411215,36.91588785
pursarl19d,3,4751,2019,purs,pal,20,227,4,1,arl,Arlington 2019,,,0.06,25.08038585,74.91961415
pursarl19d,4,4752,2019,purs,rye,20,227,4,1,arl,Arlington 2019,,,0.06,25.82781457,74.17218543
pursarl19a,1,4753,2019,purs,rad,30,374,1,1,arl,Arlington 2019,,,0.2,90.27777778,9.722222222
pursarl19a,2,4754,2019,purs,fox,30,374,1,1,arl,Arlington 2019,,,0.24,100,0
pursarl19a,3,4755,2019,purs,pal,30,374,1,1,arl,Arlington 2019,,,0.06,31.96721311,68.03278689
pursarl19a,4,4756,2019,purs,rye,30,374,1,1,arl,Arlington 2019,,,0.16,82.53968254,17.46031746
pursarl19b,1,4757,2019,purs,rad,30,374,2,1,arl,Arlington 2019,,,0.3,100,0
pursarl19b,2,4758,2019,purs,fox,30,374,2,1,arl,Arlington 2019,,,0.31,100,0
pursarl19b,3,4759,2019,purs,pal,30,374,2,1,arl,Arlington 2019,,,0.18,95.90163934,4.098360656
pursarl19b,4,4760,2019,purs,rye,30,374,2,1,arl,Arlington 2019,,,0.08,41.26984127,58.73015873
pursarl19c,1,4761,2019,purs,rad,30,374,3,1,arl,Arlington 2019,,,0.14,63.19444444,36.80555556
pursarl19c,2,4762,2019,purs,fox,30,374,3,1,arl,Arlington 2019,,,0.1,53.06122449,46.93877551
pursarl19c,3,4763,2019,purs,pal,30,374,3,1,arl,Arlington 2019,,,0.19,100,0
pursarl19c,4,4764,2019,purs,rye,30,374,3,1,arl,Arlington 2019,,,0.07,36.11111111,63.88888889
pursarl19d,1,4765,2019,purs,rad,30,374,4,1,arl,Arlington 2019,,,0.36,100,0
pursarl19d,2,4766,2019,purs,fox,30,374,4,1,arl,Arlington 2019,,,0.17,90.20408163,9.795918367
pursarl19d,3,4767,2019,purs,pal,30,374,4,1,arl,Arlington 2019,,,0.1,53.27868852,46.72131148
pursarl19d,4,4768,2019,purs,rye,30,374,4,1,arl,Arlington 2019,,,0.07,36.11111111,63.88888889
pursarl19a,1,4769,2019,purs,rad,40,522,1,1,arl,Arlington 2019,,,0.31,100,0
pursarl19a,2,4770,2019,purs,fox,40,522,1,1,arl,Arlington 2019,,,0.17,91.61676647,8.383233533
pursarl19a,3,4771,2019,purs,pal,40,522,1,1,arl,Arlington 2019,,,0.14,73.36244541,26.63755459
pursarl19a,4,4772,2019,purs,rye,40,522,1,1,arl,Arlington 2019,,,0.1,51.94805195,48.05194805
pursarl19b,1,4773,2019,purs,rad,40,522,2,1,arl,Arlington 2019,,,0.41,100,0
pursarl19b,2,4774,2019,purs,fox,40,522,2,1,arl,Arlington 2019,,,0.2,100,0
pursarl19b,3,4775,2019,purs,pal,40,522,2,1,arl,Arlington 2019,,,0.07,36.68122271,63.31877729
pursarl19b,4,4776,2019,purs,rye,40,522,2,1,arl,Arlington 2019,,,0.13,67.53246753,32.46753247
pursarl19c,1,4777,2019,purs,rad,40,522,3,1,arl,Arlington 2019,,,0.35,100,0
pursarl19c,2,4778,2019,purs,fox,40,522,3,1,arl,Arlington 2019,,,0.22,100,0
pursarl19c,3,4779,2019,purs,pal,40,522,3,1,arl,Arlington 2019,,,0.3,100,0
pursarl19c,4,4780,2019,purs,rye,40,522,3,1,arl,Arlington 2019,,,0.1,51.94805195,48.05194805
pursarl19d,1,4781,2019,purs,rad,40,522,4,1,arl,Arlington 2019,,,0.41,100,0
pursarl19d,2,4782,2019,purs,fox,40,522,4,1,arl,Arlington 2019,,,0.15,80.83832335,19.16167665
pursarl19d,3,4783,2019,purs,pal,40,522,4,1,arl,Arlington 2019,,,0.14,73.36244541,26.63755459
pursarl19d,4,4784,2019,purs,rye,40,522,4,1,arl,Arlington 2019,,,0.21,100,0
pursarl19a,1,4785,2019,purs,rad,50,708,1,1,arl,Arlington 2019,,,0.5,100,0
pursarl19a,2,4786,2019,purs,fox,50,708,1,1,arl,Arlington 2019,,,0.21,100,0
pursarl19a,3,4787,2019,purs,pal,50,708,1,1,arl,Arlington 2019,,,0.07,36.4,63.6
pursarl19a,4,4788,2019,purs,rye,50,708,1,1,arl,Arlington 2019,,,0.12,62.4,37.6
pursarl19b,1,4789,2019,purs,rad,50,708,2,1,arl,Arlington 2019,,,0.39,100,0
pursarl19b,2,4790,2019,purs,fox,50,708,2,1,arl,Arlington 2019,,,0.19,96.8627451,3.137254902
pursarl19b,3,4791,2019,purs,pal,50,708,2,1,arl,Arlington 2019,,,0.14,72.8,27.2
pursarl19b,4,4792,2019,purs,rye,50,708,2,1,arl,Arlington 2019,,,0.22,100,0
pursarl19c,1,4793,2019,purs,rad,50,708,3,1,arl,Arlington 2019,,,0.37,100,0
pursarl19c,2,4794,2019,purs,fox,50,708,3,1,arl,Arlington 2019,,,0.24,100,0
pursarl19c,3,4795,2019,purs,pal,50,708,3,1,arl,Arlington 2019,,,0.19,98.8,1.2
pursarl19c,4,4796,2019,purs,rye,50,708,3,1,arl,Arlington 2019,,,0.12,62.4,37.6
pursarl19d,1,4797,2019,purs,rad,50,708,4,1,arl,Arlington 2019,,,0.3,100,0
pursarl19d,2,4798,2019,purs,fox,50,708,4,1,arl,Arlington 2019,,,0.12,61.17647059,38.82352941
pursarl19d,3,4799,2019,purs,pal,50,708,4,1,arl,Arlington 2019,,,0.28,100,0
pursarl19d,4,4800,2019,purs,rye,50,708,4,1,arl,Arlington 2019,,,0.1,52,48
clasarl19a,1,4801,2019,clas,rad,0,0,1,1,arl,Arlington 2019,,,0.06,28.67647059,71.32352941
clasarl19a,2,4802,2019,clas,fox,0,0,1,1,arl,Arlington 2019,,,0.26,100,0
clasarl19a,3,4803,2019,clas,pal,0,0,1,1,arl,Arlington 2019,,,0.1,61.61137441,38.38862559
clasarl19a,4,4804,2019,clas,rye,0,0,1,1,arl,Arlington 2019,,,0.1,59.63302752,40.36697248
clasarl19b,1,4805,2019,clas,rad,0,0,2,1,arl,Arlington 2019,,,0.08,38.23529412,61.76470588
clasarl19b,2,4806,2019,clas,fox,0,0,2,1,arl,Arlington 2019,,,0.13,75.11111111,24.88888889
clasarl19b,3,4807,2019,clas,pal,0,0,2,1,arl,Arlington 2019,,,0.1,61.61137441,38.38862559
clasarl19b,4,4808,2019,clas,rye,0,0,2,1,arl,Arlington 2019,,,0.21,100,0
clasarl19c,1,4809,2019,clas,rad,0,0,3,1,arl,Arlington 2019,,,0.08,38.23529412,61.76470588
clasarl19c,2,4810,2019,clas,fox,0,0,3,1,arl,Arlington 2019,,,0.11,63.55555556,36.44444444
clasarl19c,3,4811,2019,clas,pal,0,0,3,1,arl,Arlington 2019,,,0.09,55.45023697,44.54976303
clasarl19c,4,4812,2019,clas,rye,0,0,3,1,arl,Arlington 2019,,,0.04,23.85321101,76.14678899
clasarl19d,1,4813,2019,clas,rad,0,0,4,1,arl,Arlington 2019,,,0.1,47.79411765,52.20588235
clasarl19d,2,4814,2019,clas,fox,0,0,4,1,arl,Arlington 2019,,,0.15,86.66666667,13.33333333
clasarl19d,3,4815,2019,clas,pal,0,0,4,1,arl,Arlington 2019,,,0.12,73.93364929,26.06635071
clasarl19d,4,4816,2019,clas,rye,0,0,4,1,arl,Arlington 2019,,,0.11,65.59633028,34.40366972
clasarl19a,1,4817,2019,clas,rad,10,91,1,1,arl,Arlington 2019,,,0.08,39.56043956,60.43956044
clasarl19a,2,4818,2019,clas,fox,10,91,1,1,arl,Arlington 2019,,,0.18,99.15254237,0.847457627
clasarl19a,3,4819,2019,clas,pal,10,91,1,1,arl,Arlington 2019,,,0.06,35.29411765,64.70588235
clasarl19a,4,4820,2019,clas,rye,10,91,1,1,arl,Arlington 2019,,,0.11,63.27433628,36.72566372
clasarl19b,1,4821,2019,clas,rad,10,91,2,1,arl,Arlington 2019,,,0,0,100
clasarl19b,2,4822,2019,clas,fox,10,91,2,1,arl,Arlington 2019,,,0.19,100,0
clasarl19b,3,4823,2019,clas,pal,10,91,2,1,arl,Arlington 2019,,,0,0,100
clasarl19b,4,4824,2019,clas,rye,10,91,2,1,arl,Arlington 2019,,,0.11,63.27433628,36.72566372
clasarl19c,1,4825,2019,clas,rad,10,91,3,1,arl,Arlington 2019,,,0.07,34.61538462,65.38461538
clasarl19c,2,4826,2019,clas,fox,10,91,3,1,arl,Arlington 2019,,,0.2,100,0
clasarl19c,3,4827,2019,clas,pal,10,91,3,1,arl,Arlington 2019,,,0.16,94.11764706,5.882352941
clasarl19c,4,4828,2019,clas,rye,10,91,3,1,arl,Arlington 2019,,,0.13,74.77876106,25.22123894
clasarl19d,1,4829,2019,clas,rad,10,91,4,1,arl,Arlington 2019,,,0,0,100
clasarl19d,2,4830,2019,clas,fox,10,91,4,1,arl,Arlington 2019,,,0.16,88.13559322,11.86440678
clasarl19d,3,4831,2019,clas,pal,10,91,4,1,arl,Arlington 2019,,,0.2,100,0
clasarl19d,4,4832,2019,clas,rye,10,91,4,1,arl,Arlington 2019,,,0.03,17.25663717,82.74336283
clasarl19a,1,4833,2019,clas,rad,20,227,1,1,arl,Arlington 2019,,,0.14,50.2994012,49.7005988
clasarl19a,2,4834,2019,clas,fox,20,227,1,1,arl,Arlington 2019,,,0.21,88.31775701,11.68224299
clasarl19a,3,4835,2019,clas,pal,20,227,1,1,arl,Arlington 2019,,,0.05,20.90032154,79.09967846
clasarl19a,4,4836,2019,clas,rye,20,227,1,1,arl,Arlington 2019,,,0,0,100
clasarl19b,1,4837,2019,clas,rad,20,227,2,1,arl,Arlington 2019,,,0.07,25.1497006,74.8502994
clasarl19b,2,4838,2019,clas,fox,20,227,2,1,arl,Arlington 2019,,,0.22,92.52336449,7.476635514
clasarl19b,3,4839,2019,clas,pal,20,227,2,1,arl,Arlington 2019,,,0.27,100,0
clasarl19b,4,4840,2019,clas,rye,20,227,2,1,arl,Arlington 2019,,,0.1,43.04635762,56.95364238
clasarl19c,1,4841,2019,clas,rad,20,227,3,1,arl,Arlington 2019,,,0.13,46.70658683,53.29341317
clasarl19c,2,4842,2019,clas,fox,20,227,3,1,arl,Arlington 2019,,,0.07,29.43925234,70.56074766
clasarl19c,3,4843,2019,clas,pal,20,227,3,1,arl,Arlington 2019,,,0.07,29.26045016,70.73954984
